Date and Time, Read Value - kWh (kilowatt hours), Reading quality
14/12/22 08:05, 0.009, Actual
14/12/22 08:10, 0, Actual
14/12/22 08:10, 0.011, Actual
14/12/22 08:15, 0, Actual
14/12/22 08:15, 0.012, Actual
14/12/22 08:20, 0, Actual
14/12/22 08:20, 0.009, Actual
14/12/22 08:25, 0, Actual
14/12/22 08:25, 0.008, Actual
14/12/22 08:30, 0, Actual
14/12/22 08:30, 0.008, Actual
14/12/22 08:35, 0, Actual
14/12/22 08:35, 0.008, Actual
14/12/22 08:40, 0, Actual
14/12/22 08:40, 0.01, Actual
14/12/22 08:45, 0, Actual
14/12/22 08:45, 0.012, Actual
14/12/22 08:50, 0, Actual
14/12/22 08:50, 0.011, Actual
14/12/22 08:55, 0, Actual
14/12/22 08:55, 0.009, Actual
14/12/22 09:00, 0, Actual
14/12/22 09:00, 0.008, Actual
14/12/22 09:05, 0, Actual
14/12/22 09:05, 0.008, Actual
14/12/22 09:10, 0, Actual
14/12/22 09:10, 0.008, Actual
14/12/22 09:15, 0, Actual
14/12/22 09:15, 0.011, Actual
14/12/22 09:20, 0, Actual
14/12/22 09:20, 0.011, Actual
14/12/22 09:25, 0, Actual
14/12/22 09:25, 0.011, Actual
14/12/22 09:30, 0, Actual
14/12/22 09:30, 0.008, Actual
14/12/22 09:35, 0, Actual
14/12/22 09:35, 0.008, Actual
14/12/22 09:40, 0, Actual
14/12/22 09:40, 0.008, Actual
14/12/22 09:45, 0, Actual
14/12/22 09:45, 0.009, Actual
14/12/22 09:50, 0, Actual
14/12/22 09:50, 0.011, Actual
14/12/22 09:55, 0, Actual
14/12/22 09:55, 0.014, Actual
14/12/22 10:00, 0, Actual
14/12/22 10:00, 0.02, Actual
14/12/22 10:05, 0, Actual
14/12/22 10:05, 0.018, Actual
14/12/22 10:10, 0, Actual
14/12/22 10:10, 0.019, Actual
14/12/22 10:15, 0, Actual
14/12/22 10:15, 0.017, Actual
14/12/22 10:20, 0, Actual
14/12/22 10:20, 0.019, Actual
14/12/22 10:25, 0, Actual
14/12/22 10:25, 0.022, Actual
14/12/22 10:30, 0, Actual
14/12/22 10:30, 0.021, Actual
14/12/22 10:35, 0, Actual
14/12/22 10:35, 0.02, Actual
14/12/22 10:40, 0, Actual
14/12/22 10:40, 0.018, Actual
14/12/22 10:45, 0, Actual
14/12/22 10:45, 0.018, Actual
14/12/22 10:50, 0, Actual
14/12/22 10:50, 0.018, Actual
14/12/22 10:55, 0, Actual
14/12/22 10:55, 0.019, Actual
14/12/22 11:00, 0, Actual
14/12/22 11:00, 0.022, Actual
14/12/22 11:05, 0, Actual
14/12/22 11:05, 0.021, Actual
14/12/22 11:10, 0, Actual
14/12/22 11:10, 0.019, Actual
14/12/22 11:15, 0, Actual
14/12/22 11:15, 0.018, Actual
14/12/22 11:20, 0, Actual
14/12/22 11:20, 0.018, Actual
14/12/22 11:25, 0, Actual
14/12/22 11:25, 0.018, Actual
14/12/22 11:30, 0, Actual
14/12/22 11:30, 0.02, Actual
14/12/22 11:35, 0, Actual
14/12/22 11:35, 0.021, Actual
14/12/22 11:40, 0, Actual
14/12/22 11:40, 0.022, Actual
14/12/22 11:45, 0, Actual
14/12/22 11:45, 0.018, Actual
14/12/22 11:50, 0, Actual
14/12/22 11:50, 0.018, Actual
14/12/22 11:55, 0, Actual
14/12/22 11:55, 0.018, Actual
14/12/22 12:00, 0, Actual
14/12/22 12:00, 0.018, Actual
14/12/22 12:05, 0, Actual
14/12/22 12:05, 0.02, Actual
14/12/22 12:10, 0, Actual
14/12/22 12:10, 0.022, Actual
14/12/22 12:15, 0, Actual
14/12/22 12:15, 0.021, Actual
14/12/22 12:20, 0, Actual
14/12/22 12:20, 0.018, Actual
14/12/22 12:25, 0, Actual
14/12/22 12:25, 0.017, Actual
14/12/22 12:30, 0, Actual
14/12/22 12:30, 0.018, Actual
14/12/22 12:35, 0, Actual
14/12/22 12:35, 0.018, Actual
14/12/22 12:40, 0, Actual
14/12/22 12:40, 0.021, Actual
14/12/22 12:45, 0, Actual
14/12/22 12:45, 0.021, Actual
14/12/22 12:50, 0, Actual
14/12/22 12:50, 0.021, Actual
14/12/22 12:55, 0, Actual
14/12/22 12:55, 0.018, Actual
14/12/22 13:00, 0, Actual
14/12/22 13:00, 0.018, Actual
14/12/22 13:05, 0, Actual
14/12/22 13:05, 0.017, Actual
14/12/22 13:10, 0, Actual
14/12/22 13:10, 0.019, Actual
14/12/22 13:15, 0, Actual
14/12/22 13:15, 0.021, Actual
14/12/22 13:20, 0, Actual
14/12/22 13:20, 0.021, Actual
14/12/22 13:25, 0, Actual
14/12/22 13:25, 0.02, Actual
14/12/22 13:30, 0, Actual
14/12/22 13:30, 0.017, Actual
14/12/22 13:35, 0, Actual
14/12/22 13:35, 0.018, Actual
14/12/22 13:40, 0, Actual
14/12/22 13:40, 0.018, Actual
14/12/22 13:45, 0, Actual
14/12/22 13:45, 0.019, Actual
14/12/22 13:50, 0, Actual
14/12/22 13:50, 0.021, Actual
14/12/22 13:55, 0, Actual
14/12/22 13:55, 0.021, Actual
14/12/22 14:00, 0, Actual
14/12/22 14:00, 0.019, Actual
14/12/22 14:05, 0, Actual
14/12/22 14:05, 0.018, Actual
14/12/22 14:10, 0, Actual
14/12/22 14:10, 0.018, Actual
14/12/22 14:15, 0, Actual
14/12/22 14:15, 0.018, Actual
14/12/22 14:20, 0, Actual
14/12/22 14:20, 0.02, Actual
14/12/22 14:25, 0, Actual
14/12/22 14:25, 0.021, Actual
14/12/22 14:30, 0, Actual
14/12/22 14:30, 0.021, Actual
14/12/22 14:35, 0, Actual
14/12/22 14:35, 0.018, Actual
14/12/22 14:40, 0, Actual
14/12/22 14:40, 0.018, Actual
14/12/22 14:45, 0, Actual
14/12/22 14:45, 0.018, Actual
14/12/22 14:50, 0, Actual
14/12/22 14:50, 0.018, Actual
14/12/22 14:55, 0, Actual
14/12/22 14:55, 0.02, Actual
14/12/22 15:00, 0, Actual
14/12/22 15:00, 0.022, Actual
14/12/22 15:05, 0, Actual
14/12/22 15:05, 0.021, Actual
14/12/22 15:10, 0, Actual
14/12/22 15:10, 0.018, Actual
14/12/22 15:15, 0, Actual
14/12/22 15:15, 0.018, Actual
14/12/22 15:20, 0, Actual
14/12/22 15:20, 0.018, Actual
14/12/22 15:25, 0, Actual
14/12/22 15:25, 0.018, Actual
14/12/22 15:30, 0, Actual
14/12/22 15:30, 0.021, Actual
14/12/22 15:35, 0, Actual
14/12/22 15:35, 0.021, Actual
14/12/22 15:40, 0, Actual
14/12/22 15:40, 0.02, Actual
14/12/22 15:45, 0, Actual
14/12/22 15:45, 0.018, Actual
14/12/22 15:50, 0, Actual
14/12/22 15:50, 0.018, Actual
14/12/22 15:55, 0, Actual
14/12/22 15:55, 0.015, Actual
14/12/22 16:00, 0, Actual
14/12/22 16:00, 0.009, Actual
14/12/22 16:05, 0, Actual
14/12/22 16:05, 0.012, Actual
14/12/22 16:10, 0, Actual
14/12/22 16:10, 0.011, Actual
14/12/22 16:15, 0, Actual
14/12/22 16:15, 0.009, Actual
14/12/22 16:20, 0, Actual
14/12/22 16:20, 0.008, Actual
14/12/22 16:25, 0, Actual
14/12/22 16:25, 0.008, Actual
14/12/22 16:30, 0, Actual
14/12/22 16:30, 0.008, Actual
14/12/22 16:35, 0, Actual
14/12/22 16:35, 0.01, Actual
14/12/22 16:40, 0, Actual
14/12/22 16:40, 0.011, Actual
14/12/22 16:45, 0, Actual
14/12/22 16:45, 0.012, Actual
14/12/22 16:50, 0, Actual
14/12/22 16:50, 0.009, Actual
14/12/22 16:55, 0, Actual
14/12/22 16:55, 0.008, Actual
14/12/22 17:00, 0, Actual
14/12/22 17:00, 0.007, Actual
14/12/22 17:05, 0, Actual
14/12/22 17:05, 0.008, Actual
14/12/22 17:10, 0, Actual
14/12/22 17:10, 0.011, Actual
14/12/22 17:15, 0, Actual
14/12/22 17:15, 0.011, Actual
14/12/22 17:20, 0, Actual
14/12/22 17:20, 0.012, Actual
14/12/22 17:25, 0, Actual
14/12/22 17:25, 0.008, Actual
14/12/22 17:30, 0, Actual
14/12/22 17:30, 0.009, Actual
14/12/22 17:35, 0, Actual
14/12/22 17:35, 0.008, Actual
14/12/22 17:40, 0, Actual
14/12/22 17:40, 0.008, Actual
14/12/22 17:45, 0, Actual
14/12/22 17:45, 0.012, Actual
14/12/22 17:50, 0, Actual
14/12/22 17:50, 0.011, Actual
14/12/22 17:55, 0, Actual
14/12/22 17:55, 0.011, Actual
14/12/22 18:00, 0, Actual
14/12/22 18:00, 0.009, Actual
14/12/22 18:05, 0, Actual
14/12/22 18:05, 0.008, Actual
14/12/22 18:10, 0, Actual
14/12/22 18:10, 0.008, Actual
14/12/22 18:15, 0, Actual
14/12/22 18:15, 0.009, Actual
14/12/22 18:20, 0, Actual
14/12/22 18:20, 0.012, Actual
14/12/22 18:25, 0, Actual
14/12/22 18:25, 0.011, Actual
14/12/22 18:30, 0, Actual
14/12/22 18:30, 0.011, Actual
14/12/22 18:35, 0, Actual
14/12/22 18:35, 0.008, Actual
14/12/22 18:40, 0, Actual
14/12/22 18:40, 0.009, Actual
14/12/22 18:45, 0, Actual
14/12/22 18:45, 0.008, Actual
14/12/22 18:50, 0, Actual
14/12/22 18:50, 0.01, Actual
14/12/22 18:55, 0, Actual
14/12/22 18:55, 0.012, Actual
14/12/22 19:00, 0, Actual
14/12/22 19:00, 0.011, Actual
14/12/22 19:05, 0, Actual
14/12/22 19:05, 0.011, Actual
14/12/22 19:10, 0, Actual
14/12/22 19:10, 0.008, Actual
14/12/22 19:15, 0, Actual
14/12/22 19:15, 0.009, Actual
14/12/22 19:20, 0, Actual
14/12/22 19:20, 0.008, Actual
14/12/22 19:25, 0, Actual
14/12/22 19:25, 0.01, Actual
14/12/22 19:30, 0, Actual
14/12/22 19:30, 0.012, Actual
14/12/22 19:35, 0, Actual
14/12/22 19:35, 0.012, Actual
14/12/22 19:40, 0, Actual
14/12/22 19:40, 0.01, Actual
14/12/22 19:45, 0, Actual
14/12/22 19:45, 0.009, Actual
14/12/22 19:50, 0, Actual
14/12/22 19:50, 0.009, Actual
14/12/22 19:55, 0, Actual
14/12/22 19:55, 0.009, Actual
14/12/22 20:00, 0, Actual
14/12/22 20:00, 0.011, Actual
14/12/22 20:05, 0, Actual
14/12/22 20:05, 0.012, Actual
14/12/22 20:10, 0, Actual
14/12/22 20:10, 0.012, Actual
14/12/22 20:15, 0, Actual
14/12/22 20:15, 0.01, Actual
14/12/22 20:20, 0, Actual
14/12/22 20:20, 0.009, Actual
14/12/22 20:25, 0, Actual
14/12/22 20:25, 0.009, Actual
14/12/22 20:30, 0, Actual
14/12/22 20:30, 0.009, Actual
14/12/22 20:35, 0, Actual
14/12/22 20:35, 0.011, Actual
14/12/22 20:40, 0, Actual
14/12/22 20:40, 0.013, Actual
14/12/22 20:45, 0, Actual
14/12/22 20:45, 0.012, Actual
14/12/22 20:50, 0, Actual
14/12/22 20:50, 0.009, Actual
14/12/22 20:55, 0, Actual
14/12/22 20:55, 0.009, Actual
14/12/22 21:00, 0, Actual
14/12/22 21:00, 0.009, Actual
14/12/22 21:05, 0, Actual
14/12/22 21:05, 0.009, Actual
14/12/22 21:10, 0, Actual
14/12/22 21:10, 0.011, Actual
14/12/22 21:15, 0, Actual
14/12/22 21:15, 0.012, Actual
14/12/22 21:20, 0, Actual
14/12/22 21:20, 0.012, Actual
14/12/22 21:25, 0, Actual
14/12/22 21:25, 0.009, Actual
14/12/22 21:30, 0, Actual
14/12/22 21:30, 0.009, Actual
14/12/22 21:35, 0, Actual
14/12/22 21:35, 0.009, Actual
14/12/22 21:40, 0, Actual
14/12/22 21:40, 0.009, Actual
14/12/22 21:45, 0, Actual
14/12/22 21:45, 0.012, Actual
14/12/22 21:50, 0, Actual
14/12/22 21:50, 0.012, Actual
14/12/22 21:55, 0, Actual
14/12/22 21:55, 0.012, Actual
14/12/22 22:00, 0, Actual
14/12/22 22:00, 0.009, Actual
14/12/22 22:05, 0, Actual
14/12/22 22:05, 0.009, Actual
14/12/22 22:10, 0, Actual
14/12/22 22:10, 0.008, Actual
14/12/22 22:15, 0, Actual
14/12/22 22:15, 0.009, Actual
14/12/22 22:20, 0, Actual
14/12/22 22:20, 0.011, Actual
14/12/22 22:25, 0, Actual
14/12/22 22:25, 0.012, Actual
14/12/22 22:30, 0, Actual
14/12/22 22:30, 0.011, Actual
14/12/22 22:35, 0, Actual
14/12/22 22:35, 0.009, Actual
14/12/22 22:40, 0, Actual
14/12/22 22:40, 0.008, Actual
14/12/22 22:45, 0, Actual
14/12/22 22:45, 0.008, Actual
14/12/22 22:50, 0, Actual
14/12/22 22:50, 0.009, Actual
14/12/22 22:55, 0, Actual
14/12/22 22:55, 0.011, Actual
14/12/22 23:00, 0, Actual
14/12/22 23:00, 0.012, Actual
14/12/22 23:05, 0, Actual
14/12/22 23:05, 0.011, Actual
14/12/22 23:10, 0, Actual
14/12/22 23:10, 0.008, Actual
14/12/22 23:15, 0, Actual
14/12/22 23:15, 0.009, Actual
14/12/22 23:20, 0, Actual
14/12/22 23:20, 0.008, Actual
14/12/22 23:25, 0, Actual
14/12/22 23:25, 0.009, Actual
14/12/22 23:30, 0, Actual
14/12/22 23:30, 0.011, Actual
14/12/22 23:35, 0, Actual
14/12/22 23:35, 0.012, Actual
14/12/22 23:40, 0, Actual
14/12/22 23:40, 0.011, Actual
14/12/22 23:45, 0, Actual
14/12/22 23:45, 0.008, Actual
14/12/22 23:50, 0, Actual
14/12/22 23:50, 0.009, Actual
14/12/22 23:55, 0, Actual
14/12/22 23:55, 0.008, Actual
15/12/22 00:00, 0, Actual
15/12/22 00:00, 0.008, Actual
15/12/22 00:05, 0, Actual
15/12/22 00:05, 0.012, Actual
15/12/22 00:10, 0, Actual
15/12/22 00:10, 0.011, Actual
15/12/22 00:15, 0, Actual
15/12/22 00:15, 0.011, Actual
15/12/22 00:20, 0, Actual
15/12/22 00:20, 0.009, Actual
15/12/22 00:25, 0, Actual
15/12/22 00:25, 0.008, Actual
15/12/22 00:30, 0, Actual
15/12/22 00:30, 0.009, Actual
15/12/22 00:35, 0, Actual
15/12/22 00:35, 0.008, Actual
15/12/22 00:40, 0, Actual
15/12/22 00:40, 0.011, Actual
15/12/22 00:45, 0, Actual
15/12/22 00:45, 0.012, Actual
15/12/22 00:50, 0, Actual
15/12/22 00:50, 0.011, Actual
15/12/22 00:55, 0, Actual
15/12/22 00:55, 0.009, Actual
15/12/22 01:00, 0, Actual
15/12/22 01:00, 0.008, Actual
15/12/22 01:05, 0, Actual
15/12/22 01:05, 0.008, Actual
15/12/22 01:10, 0, Actual
15/12/22 01:10, 0.009, Actual
15/12/22 01:15, 0, Actual
15/12/22 01:15, 0.011, Actual
15/12/22 01:20, 0, Actual
15/12/22 01:20, 0.011, Actual
15/12/22 01:25, 0, Actual
15/12/22 01:25, 0.012, Actual
15/12/22 01:30, 0, Actual
15/12/22 01:30, 0.008, Actual
15/12/22 01:35, 0, Actual
15/12/22 01:35, 0.009, Actual
15/12/22 01:40, 0, Actual
15/12/22 01:40, 0.008, Actual
15/12/22 01:45, 0, Actual
15/12/22 01:45, 0.008, Actual
15/12/22 01:50, 0, Actual
15/12/22 01:50, 0.011, Actual
15/12/22 01:55, 0, Actual
15/12/22 01:55, 0.011, Actual
15/12/22 02:00, 0, Actual
15/12/22 02:00, 0.012, Actual
15/12/22 02:05, 0, Actual
15/12/22 02:05, 0.009, Actual
15/12/22 02:10, 0, Actual
15/12/22 02:10, 0.008, Actual
15/12/22 02:15, 0, Actual
15/12/22 02:15, 0.009, Actual
15/12/22 02:20, 0, Actual
15/12/22 02:20, 0.008, Actual
15/12/22 02:25, 0, Actual
15/12/22 02:25, 0.01, Actual
15/12/22 02:30, 0, Actual
15/12/22 02:30, 0.011, Actual
15/12/22 02:35, 0, Actual
15/12/22 02:35, 0.012, Actual
15/12/22 02:40, 0, Actual
15/12/22 02:40, 0.01, Actual
15/12/22 02:45, 0, Actual
15/12/22 02:45, 0.008, Actual
15/12/22 02:50, 0, Actual
15/12/22 02:50, 0.009, Actual
15/12/22 02:55, 0, Actual
15/12/22 02:55, 0.008, Actual
15/12/22 03:00, 0, Actual
15/12/22 03:00, 0.009, Actual
15/12/22 03:05, 0, Actual
15/12/22 03:05, 0.012, Actual
15/12/22 03:10, 0, Actual
15/12/22 03:10, 0.011, Actual
15/12/22 03:15, 0, Actual
15/12/22 03:15, 0.01, Actual
15/12/22 03:20, 0, Actual
15/12/22 03:20, 0.009, Actual
15/12/22 03:25, 0, Actual
15/12/22 03:25, 0.008, Actual
15/12/22 03:30, 0, Actual
15/12/22 03:30, 0.009, Actual
15/12/22 03:35, 0, Actual
15/12/22 03:35, 0.008, Actual
15/12/22 03:40, 0, Actual
15/12/22 03:40, 0.012, Actual
15/12/22 03:45, 0, Actual
15/12/22 03:45, 0.011, Actual
15/12/22 03:50, 0, Actual
15/12/22 03:50, 0.011, Actual
15/12/22 03:55, 0, Actual
15/12/22 03:55, 0.008, Actual
15/12/22 04:00, 0, Actual
15/12/22 04:00, 0.009, Actual
15/12/22 04:05, 0, Actual
15/12/22 04:05, 0.008, Actual
15/12/22 04:10, 0, Actual
15/12/22 04:10, 0.009, Actual
15/12/22 04:15, 0, Actual
15/12/22 04:15, 0.01, Actual
15/12/22 04:20, 0, Actual
15/12/22 04:20, 0.012, Actual
15/12/22 04:25, 0, Actual
15/12/22 04:25, 0.011, Actual
15/12/22 04:30, 0, Actual
15/12/22 04:30, 0.008, Actual
15/12/22 04:35, 0, Actual
15/12/22 04:35, 0.008, Actual
15/12/22 04:40, 0, Actual
15/12/22 04:40, 0.008, Actual
15/12/22 04:45, 0, Actual
15/12/22 04:45, 0.008, Actual
15/12/22 04:50, 0, Actual
15/12/22 04:50, 0.009, Actual
15/12/22 04:55, 0, Actual
15/12/22 04:55, 0.011, Actual
15/12/22 05:00, 0, Actual
15/12/22 05:00, 0.011, Actual
15/12/22 05:05, 0, Actual
15/12/22 05:05, 0.009, Actual
15/12/22 05:10, 0, Actual
15/12/22 05:10, 0.008, Actual
15/12/22 05:15, 0, Actual
15/12/22 05:15, 0.008, Actual
15/12/22 05:20, 0, Actual
15/12/22 05:20, 0.008, Actual
15/12/22 05:25, 0, Actual
15/12/22 05:25, 0.008, Actual
15/12/22 05:30, 0, Actual
15/12/22 05:30, 0.011, Actual
15/12/22 05:35, 0, Actual
15/12/22 05:35, 0.011, Actual
15/12/22 05:40, 0, Actual
15/12/22 05:40, 0.01, Actual
15/12/22 05:45, 0, Actual
15/12/22 05:45, 0.008, Actual
15/12/22 05:50, 0, Actual
15/12/22 05:50, 0.008, Actual
15/12/22 05:55, 0, Actual
15/12/22 05:55, 0.008, Actual
15/12/22 06:00, 0, Actual
15/12/22 06:00, 0.008, Actual
15/12/22 06:05, 0, Actual
15/12/22 06:05, 0.01, Actual
15/12/22 06:10, 0, Actual
15/12/22 06:10, 0.011, Actual
15/12/22 06:15, 0, Actual
15/12/22 06:15, 0.011, Actual
15/12/22 06:20, 0, Actual
15/12/22 06:20, 0.008, Actual
15/12/22 06:25, 0, Actual
15/12/22 06:25, 0.008, Actual
15/12/22 06:30, 0, Actual
15/12/22 06:30, 0.008, Actual
15/12/22 06:35, 0, Actual
15/12/22 06:35, 0.008, Actual
15/12/22 06:40, 0, Actual
15/12/22 06:40, 0.009, Actual
15/12/22 06:45, 0, Actual
15/12/22 06:45, 0.011, Actual
15/12/22 06:50, 0, Actual
15/12/22 06:50, 0.011, Actual
15/12/22 06:55, 0, Actual
15/12/22 06:55, 0.009, Actual
15/12/22 07:00, 0, Actual
15/12/22 07:00, 0.008, Actual
15/12/22 07:05, 0, Actual
15/12/22 07:05, 0.008, Actual
15/12/22 07:10, 0, Actual
15/12/22 07:10, 0.008, Actual
15/12/22 07:15, 0, Actual
15/12/22 07:15, 0.008, Actual
15/12/22 07:20, 0, Actual
15/12/22 07:20, 0.011, Actual
15/12/22 07:25, 0, Actual
15/12/22 07:25, 0.011, Actual
15/12/22 07:30, 0, Actual
15/12/22 07:30, 0.011, Actual
15/12/22 07:35, 0, Actual
15/12/22 07:35, 0.008, Actual
15/12/22 07:40, 0, Actual
15/12/22 07:40, 0.008, Actual
15/12/22 07:45, 0, Actual
15/12/22 07:45, 0.008, Actual
15/12/22 07:50, 0, Actual
15/12/22 07:50, 0.008, Actual
15/12/22 07:55, 0, Actual
15/12/22 07:55, 0.009, Actual
15/12/22 08:00, 0, Actual
15/12/22 08:00, 0.011, Actual
15/12/22 08:05, 0, Actual
15/12/22 08:05, 0.011, Actual
15/12/22 08:10, 0, Actual
15/12/22 08:10, 0.009, Actual
15/12/22 08:15, 0, Actual
15/12/22 08:15, 0.008, Actual
15/12/22 08:20, 0, Actual
15/12/22 08:20, 0.008, Actual
15/12/22 08:25, 0, Actual
15/12/22 08:25, 0.008, Actual
15/12/22 08:30, 0, Actual
15/12/22 08:30, 0.008, Actual
15/12/22 08:35, 0, Actual
15/12/22 08:35, 0.011, Actual
15/12/22 08:40, 0, Actual
15/12/22 08:40, 0.011, Actual
15/12/22 08:45, 0, Actual
15/12/22 08:45, 0.01, Actual
15/12/22 08:50, 0, Actual
15/12/22 08:50, 0.009, Actual
15/12/22 08:55, 0, Actual
15/12/22 08:55, 0.008, Actual
15/12/22 09:00, 0, Actual
15/12/22 09:00, 0.008, Actual
15/12/22 09:05, 0, Actual
15/12/22 09:05, 0.008, Actual
15/12/22 09:10, 0, Actual
15/12/22 09:10, 0.01, Actual
15/12/22 09:15, 0, Actual
15/12/22 09:15, 0.011, Actual
15/12/22 09:20, 0, Actual
15/12/22 09:20, 0.011, Actual
15/12/22 09:25, 0, Actual
15/12/22 09:25, 0.008, Actual
15/12/22 09:30, 0, Actual
15/12/22 09:30, 0.008, Actual
15/12/22 09:35, 0, Actual
15/12/22 09:35, 0.008, Actual
15/12/22 09:40, 0, Actual
15/12/22 09:40, 0.009, Actual
15/12/22 09:45, 0, Actual
15/12/22 09:45, 0.008, Actual
15/12/22 09:50, 0, Actual
15/12/22 09:50, 0.011, Actual
15/12/22 09:55, 0, Actual
15/12/22 09:55, 0.014, Actual
15/12/22 10:00, 0, Actual
15/12/22 10:00, 0.019, Actual
15/12/22 10:05, 0, Actual
15/12/22 10:05, 0.018, Actual
15/12/22 10:10, 0, Actual
15/12/22 10:10, 0.018, Actual
15/12/22 10:15, 0, Actual
15/12/22 10:15, 0.019, Actual
15/12/22 10:20, 0, Actual
15/12/22 10:20, 0.017, Actual
15/12/22 10:25, 0, Actual
15/12/22 10:25, 0.021, Actual
15/12/22 10:30, 0, Actual
15/12/22 10:30, 0.021, Actual
15/12/22 10:35, 0, Actual
15/12/22 10:35, 0.021, Actual
15/12/22 10:40, 0, Actual
15/12/22 10:40, 0.018, Actual
15/12/22 10:45, 0, Actual
15/12/22 10:45, 0.018, Actual
15/12/22 10:50, 0, Actual
15/12/22 10:50, 0.018, Actual
15/12/22 10:55, 0, Actual
15/12/22 10:55, 0.018, Actual
15/12/22 11:00, 0, Actual
15/12/22 11:00, 0.02, Actual
15/12/22 11:05, 0, Actual
15/12/22 11:05, 0.021, Actual
15/12/22 11:10, 0, Actual
15/12/22 11:10, 0.021, Actual
15/12/22 11:15, 0, Actual
15/12/22 11:15, 0.018, Actual
15/12/22 11:20, 0, Actual
15/12/22 11:20, 0.018, Actual
15/12/22 11:25, 0, Actual
15/12/22 11:25, 0.018, Actual
15/12/22 11:30, 0, Actual
15/12/22 11:30, 0.018, Actual
15/12/22 11:35, 0, Actual
15/12/22 11:35, 0.019, Actual
15/12/22 11:40, 0, Actual
15/12/22 11:40, 0.022, Actual
15/12/22 11:45, 0, Actual
15/12/22 11:45, 0.021, Actual
15/12/22 11:50, 0, Actual
15/12/22 11:50, 0.019, Actual
15/12/22 11:55, 0, Actual
15/12/22 11:55, 0.018, Actual
15/12/22 12:00, 0, Actual
15/12/22 12:00, 0.018, Actual
15/12/22 12:05, 0, Actual
15/12/22 12:05, 0.018, Actual
15/12/22 12:10, 0, Actual
15/12/22 12:10, 0.018, Actual
15/12/22 12:15, 0, Actual
15/12/22 12:15, 0.021, Actual
15/12/22 12:20, 0, Actual
15/12/22 12:20, 0.021, Actual
15/12/22 12:25, 0, Actual
15/12/22 12:25, 0.02, Actual
15/12/22 12:30, 0, Actual
15/12/22 12:30, 0.018, Actual
15/12/22 12:35, 0, Actual
15/12/22 12:35, 0.018, Actual
15/12/22 12:40, 0, Actual
15/12/22 12:40, 0.018, Actual
15/12/22 12:45, 0, Actual
15/12/22 12:45, 0.018, Actual
15/12/22 12:50, 0, Actual
15/12/22 12:50, 0.021, Actual
15/12/22 12:55, 0, Actual
15/12/22 12:55, 0.021, Actual
15/12/22 13:00, 0, Actual
15/12/22 13:00, 0.021, Actual
15/12/22 13:05, 0, Actual
15/12/22 13:05, 0.018, Actual
15/12/22 13:10, 0, Actual
15/12/22 13:10, 0.018, Actual
15/12/22 13:15, 0, Actual
15/12/22 13:15, 0.017, Actual
15/12/22 13:20, 0, Actual
15/12/22 13:20, 0.018, Actual
15/12/22 13:25, 0, Actual
15/12/22 13:25, 0.02, Actual
15/12/22 13:30, 0, Actual
15/12/22 13:30, 0.021, Actual
15/12/22 13:35, 0, Actual
15/12/22 13:35, 0.022, Actual
15/12/22 13:40, 0, Actual
15/12/22 13:40, 0.018, Actual
15/12/22 13:45, 0, Actual
15/12/22 13:45, 0.019, Actual
15/12/22 13:50, 0, Actual
15/12/22 13:50, 0.018, Actual
15/12/22 13:55, 0, Actual
15/12/22 13:55, 0.018, Actual
15/12/22 14:00, 0, Actual
15/12/22 14:00, 0.019, Actual
15/12/22 14:05, 0, Actual
15/12/22 14:05, 0.021, Actual
15/12/22 14:10, 0, Actual
15/12/22 14:10, 0.021, Actual
15/12/22 14:15, 0, Actual
15/12/22 14:15, 0.019, Actual
15/12/22 14:20, 0, Actual
15/12/22 14:20, 0.018, Actual
15/12/22 14:25, 0, Actual
15/12/22 14:25, 0.018, Actual
15/12/22 14:30, 0, Actual
15/12/22 14:30, 0.018, Actual
15/12/22 14:35, 0, Actual
15/12/22 14:35, 0.018, Actual
15/12/22 14:40, 0, Actual
15/12/22 14:40, 0.021, Actual
15/12/22 14:45, 0, Actual
15/12/22 14:45, 0.022, Actual
15/12/22 14:50, 0, Actual
15/12/22 14:50, 0.02, Actual
15/12/22 14:55, 0, Actual
15/12/22 14:55, 0.017, Actual
15/12/22 15:00, 0, Actual
15/12/22 15:00, 0.018, Actual
15/12/22 15:05, 0, Actual
15/12/22 15:05, 0.018, Actual
15/12/22 15:10, 0, Actual
15/12/22 15:10, 0.018, Actual
15/12/22 15:15, 0, Actual
15/12/22 15:15, 0.021, Actual
15/12/22 15:20, 0, Actual
15/12/22 15:20, 0.021, Actual
15/12/22 15:25, 0, Actual
15/12/22 15:25, 0.021, Actual
15/12/22 15:30, 0, Actual
15/12/22 15:30, 0.018, Actual
15/12/22 15:35, 0, Actual
15/12/22 15:35, 0.017, Actual
15/12/22 15:40, 0, Actual
15/12/22 15:40, 0.018, Actual
15/12/22 15:45, 0, Actual
15/12/22 15:45, 0.018, Actual
15/12/22 15:50, 0, Actual
15/12/22 15:50, 0.02, Actual
15/12/22 15:55, 0, Actual
15/12/22 15:55, 0.019, Actual
15/12/22 16:00, 0, Actual
15/12/22 16:00, 0.012, Actual
15/12/22 16:05, 0, Actual
15/12/22 16:05, 0.008, Actual
15/12/22 16:10, 0, Actual
15/12/22 16:10, 0.007, Actual
15/12/22 16:15, 0, Actual
15/12/22 16:15, 0.008, Actual
15/12/22 16:20, 0, Actual
15/12/22 16:20, 0.008, Actual
15/12/22 16:25, 0, Actual
